,noticeID,wetland_type,impact_duration,impact_quantity,impact_unit,impact_type,impact_type_clean
321,Notice_NO_1551,non-wetland water,unknown,4.03,acres,directly impact,LOSS
322,Notice_NO_2009,jurisdictional wetland,permanent,3.56,acres,loss,LOSS
323,Notice_NO_2009,jurisdictional wetland,temporary,1.93,acres,loss,LOSS
324,Notice_NO_2009,non-wetland water,unknown,3.56,acres,impact,LOSS
325,Notice_NO_1552,unknown,permanent,0.38,acres,loss,UNCATEGORIZED
326,Notice_NO_1553,wetland,unknown,0.6,acres,fill,LOSS
327,Notice_NO_1553,other water,unknown,0.2,acres,fill,LOSS
328,Notice_NO_1554,forested wetland,permanent,27.65,acres,loss,LOSS
329,Notice_NO_1554,other waters of the united state,unknown,163.52,acres,loss,LOSS
330,Notice_NO_2011,jurisdictional wetland,unknown,22.27,acres,direct loss,LOSS
331,Notice_NO_2011,non-wetland water,unknown,0.7,acres,direct loss,LOSS
332,Notice_NO_1555,wet pasture,unknown,56.2,acres,expansion,UNCATEGORIZED
333,Notice_NO_1556,unknown,unknown,40.5,miles,fuel gas pipeline installation,UNCATEGORIZED
334,Notice_NO_1557,pem wetland,temporary,0.69,acres,loss,LOSS
335,Notice_NO_1557,pss wetland,temporary,0.01,acres,loss,LOSS
336,Notice_NO_1557,pfo wetland,temporary,0.16,acres,loss,LOSS
337,Notice_NO_1557,pem wetland,permanent,0.75,acres,loss,LOSS
338,Notice_NO_1557,pss wetland,permanent,0.03,acres,loss,LOSS
339,Notice_NO_1557,pfo wetland,permanent,0.55,acres,loss,LOSS
340,Notice_NO_1558,bottomland hardwood,unknown,43.75,acres,clearing and excavation,LOSS
341,Notice_NO_1558,non-wetland waters of the u.,unknown,0.27,acres,clearing and excavation,LOSS
342,Notice_NO_1559,unknown,unknown,,other,"residential construction of a boat dock, two boat slips, and an access walkway",UNCATEGORIZED
343,Notice_NO_1560,forested wetland,permanent,5.0,acres,excavation operations,LOSS
344,Notice_NO_1560,non-wetland water,temporary,0.056,acres,culvert installation,UNCATEGORIZED
345,Notice_NO_1561,jurisdictional wetland,unknown,,acres,loss,LOSS
346,Notice_NO_1561,waters of the u.s.,unknown,,unknown,loss,LOSS
347,Notice_NO_1562,waterbottom,unknown,166.0,acres,direct loss,LOSS
348,Notice_NO_1562,jurisdictional wetland,unknown,37.9,acres,direct loss,LOSS
349,Notice_NO_2013,bottomland hardwood wetland,unknown,21.7,acres,clearing and excavation,LOSS
350,Notice_NO_2013,herbaceous wetland,unknown,0.4,acres,clearing and excavation,LOSS
351,Notice_NO_2013,bottomland hardwood wetland,unknown,0.3,acres,clearing and filling,LOSS
352,Notice_NO_2014,wetland,unknown,0.58,acres,clear and fill,LOSS
353,Notice_NO_2014,other water,unknown,0.85,acres,fill,LOSS
354,Notice_NO_2015,unknown,permanent,,unknown,moor,UNCATEGORIZED
355,Notice_NO_1563,unknown,unknown,451.0,feet,fiberglass pier,UNCATEGORIZED
356,Notice_NO_1563,unknown,unknown,120.0,feet,boathouse,UNCATEGORIZED
357,Notice_NO_1563,unknown,unknown,30.0,feet,boathouse,UNCATEGORIZED
358,Notice_NO_1563,unknown,unknown,16.0,feet,cabana,UNCATEGORIZED
359,Notice_NO_1563,unknown,unknown,24.0,feet,cabana,UNCATEGORIZED
360,Notice_NO_1564,jurisdictional wetland,permanent,1.39,acres,loss,LOSS
361,Notice_NO_1564,non-tidal water,unknown,0.026,acres,loss,LOSS
362,Notice_NO_1565,commercial development,unknown,15.0,acres,construction,UNCATEGORIZED
363,Notice_NO_1565,project-related wetland,unknown,1.13,acres,loss,LOSS
364,Notice_NO_1565,jurisdictional wetland,unknown,6.15,acres,compensation,UNCATEGORIZED
365,Notice_NO_1566,unknown,unknown,105.26,miles,oil export pipeline,UNCATEGORIZED
366,Notice_NO_1567,unknown,unknown,,other,additional permanent or temporary impacts,UNCATEGORIZED
367,Notice_NO_1568,wetland,temporary,0.004,acres,loss,LOSS
368,Notice_NO_1569,scrub-shrub and emergent wetland,permanent,4.3,acres,loss,LOSS
369,Notice_NO_1569,non-vegetated water bottom,permanent,6.22,acres,loss,LOSS
370,Notice_NO_1570,wetland,unknown,2.75,acres,loss,LOSS
371,Notice_NO_1570,other water,unknown,0.03,acres,loss,LOSS
372,Notice_NO_2016,unknown,unknown,0.6,acres,clear and fill,UNCATEGORIZED
373,Notice_NO_2017,unknown,unknown,,unknown,unknown,UNCATEGORIZED
374,Notice_NO_1571,inner harbor navigational canal,unknown,36000.0,square feet,install,UNCATEGORIZED
375,Notice_NO_1571,intercoastal waterway,unknown,150000.0,square feet,install,UNCATEGORIZED
376,Notice_NO_1572,boat slip,temporary,24889.0,cubic yards,maintenance dredging,UNCATEGORIZED
377,Notice_NO_1572,open water,temporary,11200.0,cubic yards,material displacement,UNCATEGORIZED
378,Notice_NO_1573,wetland,unknown,1.46,acres,loss,LOSS
379,Notice_NO_1573,tributary to dawson creek,unknown,45.0,feet,loss,UNCATEGORIZED
380,Notice_NO_1574,mississippi river water bottoms and river batture pit,temporary,65.0,acres,loss,LOSS
381,Notice_NO_1574,forested jurisdictional batture wetland,permanent,13.0,acres,loss,LOSS
382,Notice_NO_1575,marsh,unknown,93.4,acres,loss,LOSS
383,Notice_NO_1575,integrated tidal creek,unknown,6150.0,feet,loss,UNCATEGORIZED
384,Notice_NO_1575,industrial development,unknown,4.0,acres,construction,UNCATEGORIZED
385,Notice_NO_1575,wetland,unknown,4.25,acres,loss,LOSS
386,Notice_NO_1576,waterbottom,permanent,0.019,acres,excavation,LOSS
387,Notice_NO_1577,unknown,unknown,875.3,acres,loss,UNCATEGORIZED
388,Notice_NO_1577,traditionally navigable water,unknown,4.14,acres,loss,LOSS
389,Notice_NO_1578,jurisdictional wetland,unknown,2.48,acres,loss,LOSS
390,Notice_NO_1578,traditionally navigable water,unknown,8.67,acres,loss,LOSS
391,Notice_NO_1578,non-wetland waters of the u.s.,unknown,953.0,feet,loss,LOSS
392,Notice_NO_1579,jurisdictional wetland,unknown,1.0,acres,loss,LOSS
393,Notice_NO_1580,forested wetland,unknown,3.3,acres,loss,LOSS
394,Notice_NO_1580,waters of the u.,unknown,1150.0,feet,loss,LOSS
395,Notice_NO_1581,emergent wetland,unknown,10.0,acres,loss,LOSS
396,Notice_NO_1581,forested wetland,unknown,2.04,acres,loss,LOSS
397,Notice_NO_1582,jurisdictional waters of the united state,unknown,30.8,acres,dredging activities,LOSS
398,Notice_NO_1582,jurisdictional open water,unknown,2785.0,feet,pile supported dock structure,UNCATEGORIZED
399,Notice_NO_1582,shoreline,unknown,2290.0,feet,patented open cell design bulkhead,UNCATEGORIZED
400,Notice_NO_1582,material,unknown,1100000.0,cubic yards,dredging,UNCATEGORIZED
401,Notice_NO_1582,calcasieu river and passship channel,unknown,2.0,feet,overdepth,UNCATEGORIZED
402,Notice_NO_1583,other waters of the u.s.,temporary,0.08,acres,loss,LOSS
403,Notice_NO_1583,forested jurisdictional wetland,permanent,2.1,acres,loss,LOSS
404,Notice_NO_1583,jurisdictional forested wetland,unknown,0.1,acres,loss,LOSS
405,Notice_NO_1584,other waters of the u,unknown,63.93,acres,fill,LOSS
406,Notice_NO_1584,wetland,unknown,32.42,acres,creation,BENEFIT
407,Notice_NO_1584,potentially jurisdictional wetland,unknown,3.13,acres,impact,LOSS
408,Notice_NO_1584,other waters of the u,unknown,75.0,acres,direct impact,LOSS
409,Notice_NO_1585,wetland,unknown,0.2,acres,loss,LOSS
410,Notice_NO_1585,non-wetland water,unknown,0.358,acres,loss,LOSS
411,Notice_NO_1586,wetland,unknown,2.6,acres,direct impact,LOSS
412,Notice_NO_1586,non-wetland water,unknown,0.339,acres,direct impact,LOSS
413,Notice_NO_1587,wetland,unknown,2.9,acres,construction,UNCATEGORIZED
414,Notice_NO_1587,wetland,permanent,2.2,acres,fill,LOSS
415,Notice_NO_1587,wetland,unknown,1.73,acres,avoided,UNCATEGORIZED
416,Notice_NO_1587,wetland,unknown,0.22,acres,mitigated,UNCATEGORIZED
417,Notice_NO_1588,"bottomland hardwood, swamp, and batture",unknown,507.9,acres,preserved,BENEFIT
418,Notice_NO_2020,mississippi river,unknown,18.0,other,install and maintain,UNCATEGORIZED
419,Notice_NO_2021,unknown,unknown,,unknown,no impacts,UNCATEGORIZED
420,Notice_NO_1589,bottomland hardwood,unknown,,acres,degrade and fill,LOSS
421,Notice_NO_1589,cypress/tupelo swamp,unknown,,acres,degrade and fill,UNCATEGORIZED
422,Notice_NO_1590,mississippi river,unknown,28.0,acres,dredge,UNCATEGORIZED
423,Notice_NO_1590,forested batture wetland,unknown,0.46,acres,clearing,LOSS
424,Notice_NO_1591,mooring area,unknown,24.0,other,installation and maintenance,UNCATEGORIZED
425,Notice_NO_1592,jurisdictional wetland,permanent,2.5,acres,loss,LOSS
426,Notice_NO_1593,non-wetland water,permanent,2.01,acres,filling operations,LOSS
427,Notice_NO_1594,wetland,permanent,2.98,acres,loss,LOSS
428,Notice_NO_1594,wetland,temporary,0.78,acres,loss,LOSS
429,Notice_NO_1594,open water,permanent,0.23,acres,loss,LOSS
430,Notice_NO_1594,open water,temporary,0.1,acres,loss,LOSS
431,Notice_NO_1595,unknown,temporary,12.0,acres,barge fleeting area,UNCATEGORIZED
432,Notice_NO_1596,unknown,unknown,,unknown,construction,UNCATEGORIZED
433,Notice_NO_1597,mississippi river,unknown,420.0,feet,extension,UNCATEGORIZED
434,Notice_NO_1598,forested wetland,permanent,1.57,acres,loss,LOSS
435,Notice_NO_1598,section 10/404 water,unknown,806.0,cubic yards,fill,LOSS
436,Notice_NO_1598,section 10/404 water,unknown,459.0,cubic yards,discharge,LOSS
437,Notice_NO_1599,bottomland hardwood,unknown,0.51,acres,clearing and filling,LOSS
438,Notice_NO_1599,palustrine scrub-shrub,unknown,0.83,acres,clearing and filling,LOSS
439,Notice_NO_1599,bottomland hardwood,unknown,0.5,acres,clearing,LOSS
440,Notice_NO_1599,palustrine scrub-shrub,unknown,0.22,acres,clearing,LOSS
441,Notice_NO_1599,palustrine emergent,temporary,0.1,acres,filling,LOSS
442,Notice_NO_1600,jurisdictional wetland,unknown,89.2,acres,direct impact,LOSS
443,Notice_NO_1600,jurisdictional wetland,unknown,35.2,acres,conversion to wetland buffer and detention area,UNCATEGORIZED
444,Notice_NO_1601,bottomland hardwood,unknown,0.36,acres,clearing,LOSS
445,Notice_NO_1602,waterbottom,unknown,121.8,acres,direct impact,LOSS
446,Notice_NO_1603,wetland,unknown,32.46,acres,loss,LOSS
447,Notice_NO_1603,waters of the u.s.,unknown,2.18,acres,loss,LOSS
448,Notice_NO_1604,jurisdictional wetland,temporary,0.03,acres,access,UNCATEGORIZED
449,Notice_NO_1605,waterbottom,unknown,87.4,acres,direct impact,LOSS
450,Notice_NO_1606,waterbottom habitat,unknown,0.015,acres,loss,LOSS
451,Notice_NO_1607,jurisdictional herbaceous wetland,unknown,34.9,acres,directly impacted,LOSS
452,Notice_NO_1607,other waters of the u,unknown,0.044,acres,filled,LOSS
453,Notice_NO_1607,other waters of the u,unknown,2.795,acres,excavated,LOSS
454,Notice_NO_1607,other waters of the u,unknown,0.219,acres,modified,UNCATEGORIZED
455,Notice_NO_1608,forested wetland,unknown,8.63,acres,loss,LOSS
456,Notice_NO_1609,beach,unknown,1184311.0,cubic yards,dredge,UNCATEGORIZED
457,Notice_NO_1609,fourchon beach,unknown,1153183.0,cubic yards,fill,UNCATEGORIZED
458,Notice_NO_1610,wetland,unknown,3.86,acres,loss,LOSS
459,Notice_NO_1610,other water,unknown,0.2,acres,loss,LOSS
460,Notice_NO_2025,beneficial use of dr edged material ( budm) mars h creation sit e,unknown,479.7,acres,offsetting project related wetl and impacts,UNCATEGORIZED
461,Notice_NO_2025,unavoidable wetland impact,unknown,,unknown,mitigate project relat ed,UNCATEGORIZED
462,Notice_NO_2025,open water and tidal marsh,5 years,640.0,acres,nourish the existing marsh and add sediment,UNCATEGORIZED
463,Notice_NO_1611,jurisdictional forested wetland,permanent,10.6,acres,loss,LOSS
464,Notice_NO_1611,previously impacted wetland,unknown,33.99,acres,restoration,BENEFIT
465,Notice_NO_2026,brine facility,permanent,5.76,acres,loss,UNCATEGORIZED
466,Notice_NO_1612,jurisdictional pem wetland,unknown,0.02,acres,clearing and filling activities,LOSS
467,Notice_NO_1612,bottomland hardwoods habitat,unknown,0.04,acres,clearing and filling activities,UNCATEGORIZED
468,Notice_NO_1613,unknown,unknown,134.0,cubic yards,fill material deposition,UNCATEGORIZED
469,Notice_NO_1614,jurisdictional wetland,unknown,46.03,acres,direct impact,LOSS
470,Notice_NO_1615,wetlands and/or waterbottom,unknown,182.9,acres,direct loss,LOSS
471,Notice_NO_1616,jurisdictional wetland,unknown,1.66,acres,loss,LOSS
472,Notice_NO_1617,upland forest,unknown,226.1,acres,reforestation,UNCATEGORIZED
473,Notice_NO_1617,bottomland hardwood,unknown,226.1,acres,reforestation,UNCATEGORIZED
474,Notice_NO_1617,cypress/tupelo swamp,unknown,226.1,acres,reforestation,UNCATEGORIZED
475,Notice_NO_1618,other waters of the u.s.,permanent,0.02,acres,loss,LOSS
476,Notice_NO_1619,wetlands and/or waterbottom,unknown,29.67,acres,direct impact,LOSS
477,Notice_NO_1620,forested wetland,permanent,0.14,acres,loss,LOSS
478,Notice_NO_1620,herbaceous emergent wetland,permanent,0.53,acres,loss,LOSS
479,Notice_NO_1621,jurisdictional wetland,unknown,11.3,acres,loss,LOSS
480,Notice_NO_1621,jurisdictional waters of the u.s.,unknown,1.9,acres,loss,LOSS
481,Notice_NO_2029,waterbottom,unknown,2.42,acres,permanent,UNCATEGORIZED
482,Notice_NO_1622,traditionally navigable waterway,unknown,20.25,acres,fleet installation,UNCATEGORIZED
483,Notice_NO_1623,wetlands and/or waterbottom,unknown,15.81,acres,direct impact,LOSS
484,Notice_NO_1623,dredged material,unknown,0.24,acres,unauthorized activity,UNCATEGORIZED
485,Notice_NO_1623,spoil placement,unknown,0.65,acres,unauthorized activity,UNCATEGORIZED
486,Notice_NO_1623,stone breakwater,unknown,0.25,acres,unauthorized activity,UNCATEGORIZED
487,Notice_NO_1623,single pile,unknown,17.0,other,unauthorized activity,UNCATEGORIZED
488,Notice_NO_1623,(3) pile,unknown,1.0,other,unauthorized activity,UNCATEGORIZED
489,Notice_NO_1623,timber barrier,unknown,42.0,feet,unauthorized activity,UNCATEGORIZED
490,Notice_NO_2030,jurisdictional forested wetland,unknown,61.35,acres,direct impact,LOSS
491,Notice_NO_2030,jurisdictional emergent wetland,unknown,7.1,acres,direct impact,LOSS
492,Notice_NO_2030,jurisdictional scrub shrub wetland,unknown,0.4,acres,direct impact,LOSS
493,Notice_NO_2030,jurisdictional other waters of the us (owous),unknown,1.44,acres,direct impact,LOSS
494,Notice_NO_1624,unknown,unknown,0.05,acres,loss,UNCATEGORIZED
495,Notice_NO_1624,wetland,unknown,1.14,acres,loss,LOSS
496,Notice_NO_1624,water,unknown,0.28,acres,loss,LOSS
497,Notice_NO_1625,forested wetland,permanent,3.68,acres,loss,LOSS
498,Notice_NO_1625,emergent wetland,permanent,1.75,acres,loss,LOSS
499,Notice_NO_1625,non-jurisdictional emergent wetland,permanent,1.95,acres,loss,LOSS
500,Notice_NO_1625,non-wetland water,permanent,0.04,acres,loss,LOSS
501,Notice_NO_1625,non-wetland water,temporary,0.2,acres,loss,LOSS
502,Notice_NO_1626,forested wetland,unknown,4.4,acres,loss,LOSS
503,Notice_NO_1626,non-wetland waters of the u,unknown,0.13,acres,loss,LOSS
504,Notice_NO_2031,unknown,unknown,,unknown,maintenance dredging,UNCATEGORIZED
505,Notice_NO_1627,waterbottom,permanent,0.7,acres,loss,LOSS
506,Notice_NO_1628,jurisdictional wetland,unknown,4.3,acres,loss,LOSS
507,Notice_NO_1628,traditionally navigable waterway,unknown,0.05,acres,loss,UNCATEGORIZED
508,Notice_NO_1629,forested and emergent wetland,unknown,49.3,acres,direct loss,LOSS
509,Notice_NO_1629,waters of the u,unknown,4.52,acres,direct loss,LOSS
510,Notice_NO_2032,non-wetland water,temporary,1.55,acres,dredging,LOSS
511,Notice_NO_2032,non-wetland water,permanent,0.67,acres,filling,LOSS
512,Notice_NO_1630,unknown,unknown,40.0,acres,directly impacted,UNCATEGORIZED
513,Notice_NO_1631,jurisdictional wetland,unknown,4.0,acres,loss,LOSS
514,Notice_NO_1632,waterbottom habitat,unknown,0.035,acres,loss,LOSS
515,Notice_NO_2033,non-wetland water,temporary,0.33,acres,dredging operations,LOSS
516,Notice_NO_2033,non-wetland,permanent,0.08,acres,slip construction,UNCATEGORIZED
517,Notice_NO_2033,non-wetland,permanent,0.15,acres,filling operations,LOSS
518,Notice_NO_1633,jurisdictional wetland,unknown,8.08,acres,filling activities,LOSS
519,Notice_NO_1633,unknown,unknown,1.92,acres,excavations,UNCATEGORIZED
520,Notice_NO_1634,wetlands and other water,permanent,7.81,acres,tidal protection,UNCATEGORIZED
521,Notice_NO_1634,wetlands and other water,temporary,4.69,acres,tidal protection,UNCATEGORIZED
522,Notice_NO_1635,jurisdictional wetland,unknown,1.2,acres,direct impact,LOSS
523,Notice_NO_1635,waterbottom,unknown,16.3,acres,direct impact,LOSS
524,Notice_NO_2034,lake,unknown,21000.0,feet,install and maintain offshore breakwaters,UNCATEGORIZED
525,Notice_NO_2034,native material,temporary,600000.0,cubic yards,displaced,UNCATEGORIZED
526,Notice_NO_2034,fill,unknown,107000.0,cubic yards,used in the form of graded rip-rap and enclosed lightweight aggregate,UNCATEGORIZED
527,Notice_NO_2036,bottomland hardwood wetland,unknown,91.3,acres,restoration and/or preservation,BENEFIT
528,Notice_NO_2036,bottomland hardwood wetland,unknown,41.1,acres,preservation,BENEFIT
529,Notice_NO_1636,bottomland hardwood forest,unknown,241.8,acres,"reestablished, rehabilitated, and preserved",BENEFIT
530,Notice_NO_1637,bottomland hardwood forest,unknown,175.8,acres,rehabilitated and preserved,BENEFIT
531,Notice_NO_1638,bottomland hardwood forest,unknown,623.3,acres,"reestablished, rehabilitated, enhanced, and preserved",BENEFIT
532,Notice_NO_1639,jurisdictional wetland,unknown,7.14,acres,loss,LOSS
533,Notice_NO_1640,wetlands and/or waterbottom,unknown,8.0,acres,direct impact,LOSS
534,Notice_NO_1641,non-wetland water,permanent,0.18,acres,loss,LOSS
535,Notice_NO_1641,non-wetland,permanent,0.17,acres,loss,LOSS
536,Notice_NO_1641,non-wetland water,temporary,1.4,acres,loss,LOSS
537,Notice_NO_1642,unknown,unknown,,unknown,development,UNCATEGORIZED
538,Notice_NO_1643,waterbottom,permanent,0.08,acres,loss,LOSS
539,Notice_NO_1644,unvegetated waterbottom,unknown,0.3,acres,excavated and utilized as fill material,LOSS
540,Notice_NO_1645,unknown,unknown,88.0,other,install and maintain,UNCATEGORIZED
541,Notice_NO_1646,forested wetland,unknown,7.12,acres,loss,LOSS
542,Notice_NO_1647,jurisdictional wetland,unknown,15.0,acres,loss,LOSS
543,Notice_NO_1648,forested wetland,permanent,10.76,acres,loss,LOSS
544,Notice_NO_2038,jurisdictional herbaceous wetland,unknown,0.24,acres,fill placement,LOSS
545,Notice_NO_1649,jurisdictionalforested wetland,unknown,14.47,acres,directly impacted,LOSS
546,Notice_NO_1649,jurisdictional wetland,unknown,13.98,acres,directly impacted,LOSS
547,Notice_NO_1649,jurisdictional wetland,unknown,0.49,acres,avoided and not directly impacted,LOSS
548,Notice_NO_1649,other waters of the us (owous),unknown,0.036,acres,directly impacted,LOSS
549,Notice_NO_1649,owou,unknown,0.05,acres,re-located,UNCATEGORIZED
550,Notice_NO_1649,owou,unknown,0.16,acres,avoided and not directly impacted,UNCATEGORIZED
551,Notice_NO_1650,jurisdictional wetland,unknown,0.35,acres,loss,LOSS
552,Notice_NO_1650,other waters of the u,unknown,0.01,acres,loss,LOSS
553,Notice_NO_1651,jurisdictional bottomland hardwoods habitat,unknown,1.71,acres,filling and excavation activities,LOSS
554,Notice_NO_1652,waterbottom,temporary,0.21,acres,excavation,LOSS
555,Notice_NO_1653,offshore,unknown,64717.0,feet,oil pipeline,UNCATEGORIZED
556,Notice_NO_1654,cypress tupelo swamp wetland,unknown,16.7,acres,clearing,LOSS
557,Notice_NO_1654,cypress tupelo swamp wetland,unknown,1.19,acres,filling,LOSS
558,Notice_NO_1654,cypress/tupelo habitat,permanent,1.92,acres,clearing,UNCATEGORIZED
559,Notice_NO_1654,wetland,unknown,13.6,acres,restoration,BENEFIT
560,Notice_NO_2040,forested wetland,unknown,8.57,acres,direct,LOSS
561,Notice_NO_1655,unknown,unknown,500.0,feet,repair existing bulkhead,UNCATEGORIZED
562,Notice_NO_1655,unknown,unknown,908.0,feet,degraded bankline,UNCATEGORIZED
563,Notice_NO_1655,unknown,unknown,,unknown,remove fallen trees,UNCATEGORIZED
564,Notice_NO_1655,unknown,unknown,,unknown,install revetment mats,UNCATEGORIZED
565,Notice_NO_1655,unknown,unknown,,unknown,enforce bankline and prevent further erosion,UNCATEGORIZED
566,Notice_NO_1655,unknown,unknown,,unknown,install rocks and fill,UNCATEGORIZED
